DimB_SK,businessname,dbaname,legalowner,namelast,namefirst,address,city,state,zip,property_id,dayphn,Latitude,Longitude,BusinessConcat
3001199,Harvard Gardens,,COULOURAS LOUIS,c/o Lyons Group,"",310   Cambridge ST,Boston,MA,02114,25286,+16175232727,42.36093,-71.06901,Harvard Gardensc/o Lyons Group25286
3001200,Hava (basement at Wilbur Theatre),,WILBUR THEATRE VENDORS IN C.,Paige Hospitality,Felix Paige,246   Tremont ST,Boston,MA,02116,157495,+16172016996,42.350688,-71.064668,Hava (basement at Wilbur Theatre)Paige HospitalityFelix Paige157495
3001201,Healthworks Fitness,,FOUR 41 STUART ST ASSOC LLC,Back Bay Spas Inc.,Att: Accounts Payable,441   Stuart ST,Boston,MA,02116,131663,+16178597700,42.348624,-71.075972,Healthworks FitnessBack Bay Spas Inc.Att: Accounts Payable131663
3001202,Hebrew Rehab Center 6th. Fl.,,HEBREW REHABILITATION CNTR,Hebrew Rehabilitation Center,Att: Acc. Payable,1200   Centre ST,Roslindale,MA,02131,27533,+16173638000,42.296681,-71.130733,Hebrew Rehab Center 6th. Fl.Hebrew Rehabilitation CenterAtt: Acc. Payable27533
3001203,Hei La Moon Restaurant,,CHIN LAURA J.,88 Beach L L C,"",88  Beach ST,Boston,MA,02111,156305,+16173388813,42.351328,-71.059821,Hei La Moon Restaurant88 Beach L L C156305
3001204,"Heidi's House of Coffee",,CVS.LIC. DEPT./T.FLUETTE,Callinan,Heidi,350  Longwood AVE,Boston,MA,02115,156578,+10000000000,42.339072,-71.108098,"Heidi's House of CoffeeCallinanHeidi156578"
3001205,Hen Chicken Rice,,DONOGHUE KEVIN F,Jiaru Li,Warit Viriyaudomchart,190   High ST,Boston,MA,02110,73286,+10000000000,42.35672,-71.05226,Hen Chicken RiceJiaru LiWarit Viriyaudomchart73286
3001206,Hey Bread,,,Sky Limitless Inc.,Att: Accounts Payable,70  Brighton AVE,Allston,MA,02134,351916,+17815354866,0,0,Hey BreadSky Limitless Inc.Att: Accounts Payable351916
3001207,Hills Deli,,IAOKIMIDIS JOHN ETAL,IOAKIMIDIS,GEORGE,3696  Washington ST,Jamaica Plain,MA,02130,144967,+10003253523,42.30064,-71.1127,Hills DeliIOAKIMIDISGEORGE144967
3001208,Hilton Boston Back Bay Coffee Bar,,HILTON SYSTEMS INC,PIM TRS Boston,Back Bay LLC,40   Dalton ST,Boston,MA,02115,45831,+16172361100,42.34645,-71.08526,Hilton Boston Back Bay Coffee BarPIM TRS BostonBack Bay LLC45831
3001209,Himayalan Bistro,,DAO THACH/RAM HARI DHITA L,DAO THACH/RAM HARI DHITAL,"",1735   Centre ST,West Roxbury,MA,02132,157550,+10003253500,42.287452,-71.14975,Himayalan BistroDAO THACH/RAM HARI DHITAL157550
3001210,Hissho Sushi,Lwin Family Co.,ALTSCHULER JOSHUA Z,Hunsaker,Joe,50   Austin ST,Charlestown,MA,02129,6682,+17049262200,0,0,Hissho SushiHunsakerJoe6682
3001211,Hissho Sushi,,,Lwin Family Company LLC,"",1  Court ST,Boston,MA,02108,351778,+17049262200,0,0,Hissho SushiLwin Family Company LLC351778
3001212,Hissho Sushi & Mein Bowl,,FOLLETT COLLEGE STORES #530,Lwin Family Company LLC,Permit Coordinator,100  William T Morrissey BLVD,Dorchester,MA,02125,155810,+10000000000,42.313144,-71.038947,Hissho Sushi & Mein BowlLwin Family Company LLCPermit Coordinator155810
3001213,Hissho Sushi @ Stop & Shop,,,Leo,David,60  Everett St,Brighton,MA,02134,158333,+17049262200,0,0,Hissho Sushi @ Stop & ShopLeoDavid158333
3001214,Hissho Sushi @ Stop & Shop,,,Leo,David,1620  Tremont ST,Mission Hill,MA,02120,434807,+17049262200,0,0,Hissho Sushi @ Stop & ShopLeoDavid434807
3001215,Hojoko,,PURO MICHAEL TS,Hojoko LLC,Nancy Cushman c/o Oya,1271  Boylston ST,Boston,MA,02215,18077,+16176549900,42.3452,-71.09676,HojokoHojoko LLCNancy Cushman c/o Oya18077
3001216,Holly Crab,Holly Crab,,Holly Crab Boston Inc,Kenneth Kang,1098  Commonwealth AVE,Boston,MA,02215,351903,+16174875957,0,0,Holly CrabHolly Crab Boston IncKenneth Kang351903
3001217,Holly Crab,,,KIM,RYAN,1098  Commonwealth AVE,Boston,MA,02215,351903,+16174875957,0,0,Holly CrabKIMRYAN351903
3001218,Home Run Cafe,,,Guerrero Villar,Hector,1269   Massachusetts AVE,Dorchester,MA,02125,91953,+16172889262,42.32146,-71.06264,Home Run CafeGuerrero VillarHector91953
3001219,Home Stead,,LENANE BUILDING HOLDING CO,Vivian GIrard Owner,Jack Wu  Owner,1448   Dorchester AVE,Dorchester,MA,02122,48323,+16172905822,42.301184,-71.059748,Home SteadVivian GIrard OwnerJack Wu  Owner48323
3001220,Homewood Suites Pantry,,,Parcel A Development LLC,Att: Accounts Payable,15  Terminal ST,Boston,MA,02210,423684,+10000000000,0,0,Homewood Suites PantryParcel A Development LLCAtt: Accounts Payable423684
3001221,Honeycomb Cafe,,"",Honeycomb Cafe,Nicole & Lara Miele,107   Savin Hill AV,Dorchester,MA,02125,123164,+10000000000,42.311608,-71.053998,Honeycomb CafeHoneycomb CafeNicole & Lara Miele123164
3001222,Honeygrow,,,Honeygrow,Att: Facilities,100  Northern AVE,Boston,MA,02210,172336,+18567805844,42.352856,-71.043074,HoneygrowHoneygrowAtt: Facilities172336
3001223,Honeygrow,,,Honeygrow,Att: Facilities,1282  Boylston ST,Boston,MA,02215,347565,+18567805844,42.352856,-71.043074,HoneygrowHoneygrowAtt: Facilities347565
3001224,Hong Kong 888 Cafe,,"",Changren Lin,"",888   South ST,Roslindale,MA,02132,169825,+16173238122,42.28857,-71.134317,Hong Kong 888 CafeChangren Lin169825
3001225,Hong Kong 888 Cafe,,"","HAPPPY CHEN'S INC.","",888   South ST,Roslindale,MA,02132,169825,+16173238122,42.28857,-71.134317,"Hong Kong 888 CafeHAPPPY CHEN'S INC.169825"
3001226,Hong Kong At Faneuil Hall,,,LEE,WILLIAM,65   Chatham ST,Boston,MA,02109,357189,+10000000000,0,0,Hong Kong At Faneuil HallLEEWILLIAM357189
3001227,Hong Kong Eatery,,,Kuang,Benny,79   Harrison AVE,Boston,MA,02111,70061,+16178185702,42.35101,-71.06162,Hong Kong EateryKuangBenny70061
3001228,Hong Kong Harbor,,HONG KONG HARBOR INC,Green Jade Corporation,Lifeng Chen,5   Maverick SQ,East Boston,MA,02128,92896,+16179387905,42.36888,-71.039276,Hong Kong HarborGreen Jade CorporationLifeng Chen92896
3001229,Hong Kong Harbor,,FRANCO NICHOLAS R,Tang,Wi Sang,5   Meridian ST,East Boston,MA,02128,94634,+16179387905,42.36888,-71.039276,Hong Kong HarborTangWi Sang94634
3001230,Hoshi Ya,,,Fuji Sky Inc.,Fang Liang,529  Washington ST,Brighton,MA,02135,351536,+16172548808,0,0,Hoshi YaFuji Sky Inc.Fang Liang351536
3001231,Hostelling International Boston,,"",American Youth Hostels,Boston Hostel Inc.,25   Stuart ST,Boston,MA,02116,315300,+16175369455,42.35117,-71.06359,Hostelling International BostonAmerican Youth HostelsBoston Hostel Inc.315300
3001232,Hostelling International Boston,,CYKER FREDERICK M TS,American Youth Hostels-Boston Hostel Inc.,"",11   Stuart ST,Boston,MA,02116,131638,+16175369455,42.35117,-71.06359,Hostelling International BostonAmerican Youth Hostels-Boston Hostel Inc.131638
3001233,Hot Pot Buffet,,WONG KONG HAR ASSOCIATION,Hot Pot Buffet Inc.,"",70   Beach ST,Boston,MA,02111,9403,+10000000000,42.351353,-71.059891,Hot Pot BuffetHot Pot Buffet Inc.9403
3001234,House of Blues,,,Lansdowne Boston Restaurant LLC,"",15  Lansdowne ST,Boston,MA,02215,352424,+10000000000,0,0,House of BluesLansdowne Boston Restaurant LLC352424
3001235,House of Blues,,LANSDOWNE  35-41 LLC,Lyons Group,"",35   Lansdowne ST,Boston,MA,02215,84007,+10000000000,0,0,House of BluesLyons Group84007
3001236,House of Shawarma,,,Boulos,Simon,1217  Commonwealth AV,Allston,MA,02134,351896,+10000000000,0,0,House of ShawarmaBoulosSimon351896
3001237,Howl at the Moon,,"",High Street Restaurant Group LLC,"",184   High ST,Boston,MA,02110,251577,+16172924695,42.35668,-71.05257,Howl at the MoonHigh Street Restaurant Group LLC251577
3001238,Hub Hall Bars,,,Patina Restaurant Group LLC,Att: Accounts Payable,80  Causeway ST,Boston,MA,02114,423633,+10000000000,0,0,Hub Hall BarsPatina Restaurant Group LLCAtt: Accounts Payable423633
3001239,"Hunter's",,,Conlon,Michael,110   Dorchester ST,South Boston,MA,02127,157491,+16172686429,42.335139,-71.04595,"Hunter'sConlonMichael157491"
3001240,Huong Que Vietnamese Restaurant,,FADDS LLC,Ta,Vi,272   Adams ST,Dorchester,MA,02122,624,+18579397939,42.299882,-71.058388,Huong Que Vietnamese RestaurantTaVi624
3001241,Hyatt Place Boston/Seaport District,,,HP Boston Partners LLC,"",295  Northern AV,Boston,MA,02210,103896,+18573281234,42.347784,-71.037195,Hyatt Place Boston/Seaport DistrictHP Boston Partners LLC103896
3001242,Hyatt Place Boston/Seaport District,,,HP Boston Partners LLC,Att: Accounts Payable,295  Northern AV,Boston,MA,02210,103896,+18573281234,42.347784,-71.037195,Hyatt Place Boston/Seaport DistrictHP Boston Partners LLCAtt: Accounts Payable103896
3001243,Hyatt Regency Boston,,,HYATT REGENCY BOSTON,"",1  Avenue De Lafayette,Boston,MA,02111,156352,+16179121234,42.353254,-71.061258,Hyatt Regency BostonHYATT REGENCY BOSTON156352
3001244,"IDEAL CAFE 'D PIZZA",,G P REALTY ONE LLC,GERVASIOS PAPADOPOULOS,"",482   Centre ST,Jamaica Plain,MA,02130,28073,+16175243344,42.31858,-71.11206,"IDEAL CAFE 'D PIZZAGERVASIOS PAPADOPOULOS28073"
3001245,IDEAL SUB SHOP,,ROSA ANTONIO S,ROSA,ANTONIO S,522   Dudley ST,Roxbury,MA,02119,155793,+16174421560,42.322343,-71.072418,IDEAL SUB SHOPROSAANTONIO S155793
3001246,IL NIDO,,,ANTHONY OLIVIERO,"",257   North ST,Boston,MA,02113,157407,+16177424272,42.363673,-71.051898,IL NIDOANTHONY OLIVIERO157407
3001247,INBOUND PIZZA & RESTAURANT,,HUSEYIN KOCAMAN  OWNER,HUSEYIN KOCAMAN OWNER,"",1232   Commonwealth AVE,Allston,MA,02134,156880,+18579193434,42.349822,-71.131038,INBOUND PIZZA & RESTAURANTHUSEYIN KOCAMAN OWNER156880
3001248,INCHU,,,Bakhrakh,Aleksandr,201  Brookline Av,Boston,MA,02215,340960,+16175124819,42.344649,-71.102201,INCHUBakhrakhAleksandr340960
3001249,IRIE JAMAICAN STYLE RESTAURANT,,KIM BOK SIK,SATCHELL,SONIA,851   Washington ST,Dorchester,MA,02124,146202,+16175943426,42.281873,-71.071408,IRIE JAMAICAN STYLE RESTAURANTSATCHELLSONIA146202
3001250,IRON MOUNTAIN,,JAMESTOWN ONE FEDERAL LP,Iron Mountain,Aramark @,1   Federal ST,Boston,MA,02110,57149,+15086337680,42.3561,-71.05695,IRON MOUNTAINIron MountainAramark @57149
3001251,ISLAND STYLE INC.,,ZELPAH BURNS ISLAND STYLE INC.,ZELPAH BURNS,ISLAND STYLE INC.,183   Washington ST,Dorchester,MA,02121,158297,+16173615485,42.303349,-71.07876,ISLAND STYLE INC.ZELPAH BURNSISLAND STYLE INC.158297
3001252,Ichiban Yakitori Sushi House,,,D & G Brothers L L C,"",14   Westland AVE,Boston,MA,02115,148476,+16172367907,42.343206,-71.086749,Ichiban Yakitori Sushi HouseD & G Brothers L L C148476
3001253,Icon,Paga Inc.,,Paige,Felix,100   Warrenton ST,Boston,MA,02116,155721,+16174820930,42.350776,-71.066229,IconPaigeFelix155721
3001254,Il Molo,,,Donato & Gianni LLC,Att: Accounts Payable,326   Commercial ST,Boston,MA,02109,356899,+18572771895,0,0,Il MoloDonato & Gianni LLCAtt: Accounts Payable356899
3001255,Il Panino Cafe and Grill,,,Themistocles Vlahoulis,"",268   Centre ST,Jamaica Plain,MA,02130,341884,+10000000000,0,0,Il Panino Cafe and GrillThemistocles Vlahoulis341884
3001256,Il Panino Restaurant,,PASQUALE FRANK,PASQUALE,FRANK,7   Parmenter ST,Boston,MA,02113,155738,+16177201336,42.363904,-71.054768,Il Panino RestaurantPASQUALEFRANK155738
3001257,Ilmondo Pizzaria,,IQBAL KHAN KWIK - E,Othman,Naser,738   Huntington AVE,Mission Hill,MA,02115,156026,+16173359833,42.333711,-71.105368,Ilmondo PizzariaOthmanNaser156026
3001258,Ilona,,,Axiotis,George,493  Massachusetts AVE,Roxbury,MA,02118,422083,+16173910502,0,0,IlonaAxiotisGeorge422083
3001259,Imperial Kitchen,,SO RAYMOND,New Imperial Kitchen Inc.,"",50   Corinth ST,Roslindale,MA,02131,155709,+16173272249,42.285933,-71.129089,Imperial KitchenNew Imperial Kitchen Inc.155709
3001260,India Quality,,,INDIA QUALITY RESTAURANT,"",484   Commonwealth AVE,Boston,MA,02215,40997,+10006288722,42.34854,-71.09422,India QualityINDIA QUALITY RESTAURANT40997
3001261,Indian Kitchen,,BOLTON MELISSA,Marinder Singh Inc.,Att: Accounts Payable,7   Craftsman ST,Allston,MA,02134,154051,+10000000000,42.353869,-71.13572,Indian KitchenMarinder Singh Inc.Att: Accounts Payable154051
3001262,Insomnia Cookies,,COLUCCI JOSEPH,Berkowitz,Seth,100   Tremont ST,Boston,MA,02108,157329,+10000000000,42.357232,-71.060979,Insomnia CookiesBerkowitzSeth157329
3001263,Insomnia Cookies,,BOSTON UNIVERSITY TRSTS OF,Berkowitz,Seth,708   Commonwealth AVE,Boston,MA,02215,41235,+10000000000,42.357232,-71.060979,Insomnia CookiesBerkowitzSeth41235
3001264,Integrated Sciences Complex Cafe,,FOLLETT COLLEGE STORES #530,SODEXO,"",100  William T Morrissey BLVD,Dorchester,MA,02125,155810,+16172875033,42.313144,-71.038947,Integrated Sciences Complex CafeSODEXO155810
3001265,Intelligentsia Coffee,,SODEXHO OPERATIONS LLC LICENSING,Coffee LLC,Intelligentsia,225   Franklin ST,Boston,MA,02110,158047,+13125217966,42.356135,-71.054068,Intelligentsia CoffeeCoffee LLCIntelligentsia158047
3001266,Intercontinental Boston - Clipper Room,,,Helen Douglas,Dir. of Food & Bev.,500   Atlantic AVE,Boston,MA,02210,6181,+16177471000,42.3541,-71.05228,Intercontinental Boston - Clipper RoomHelen DouglasDir. of Food & Bev.6181
3001267,Intercontinental Boston - Rumba Bar,,,Hotel,Intercontinental,500   Atlantic AVE,Boston,MA,02210,6181,+16177471000,42.3541,-71.05228,Intercontinental Boston - Rumba BarHotelIntercontinental6181
3001268,Invi Restaurant,,DAVID GERARD,Alysha Corp.,Maria Rosario,761  Morton ST,Mattapan,MA,02126,97788,+16173223716,42.283478,-71.089409,Invi RestaurantAlysha Corp.Maria Rosario97788
3001269,Invi Restaurant,,,Ruiz Owner,Rafael,765  Morton ST,Mattapan,MA,02126,155978,+16173223716,42.283478,-71.089409,Invi RestaurantRuiz OwnerRafael155978
3001270,Irashai Sushi and Teriyaki,,,Chang Liu & Shu J. Chen,"",8  Kneeland ST,Boston,MA,02111,156344,+16173506888,42.351008,-71.062428,Irashai Sushi and TeriyakiChang Liu & Shu J. Chen156344
3001271,Irish Village Inc.,,BOUXMAN NANCY A TRSTS,LEE,PETER,224   Market ST,Brighton,MA,02135,90180,+16177875427,42.35491,-71.14966,Irish Village Inc.LEEPETER90180
3001272,Isabella Restaurant,,KARLL DARIA B,Isabella Restaurant Inc.,Cristobal DePaz,2   Prince ST,Boston,MA,02113,112876,+10000000000,42.36403,-71.05363,Isabella RestaurantIsabella Restaurant Inc.Cristobal DePaz112876
3001273,Isshindou Ramen,,PETER LUU  PRES.,Isshindou Japanese Ramen Inc.,Att: Accounts Payable,1   Brighton AVE,Allston,MA,02134,157732,+10000000000,42.352411,-71.125329,Isshindou RamenIsshindou Japanese Ramen Inc.Att: Accounts Payable157732
3001274,Itadaki,,PETRUZIELLO FELICIANO TRST,Itadaki L L C,"",269   Newbury ST,Boston,MA,02116,101482,+16179535200,42.349544,-71.083565,ItadakiItadaki L L C101482
3001275,Italian Pizza & Sub Express,,"",Villanueva,Andres,162   South ST,Jamaica Plain,MA,02130,169797,+16173905301,42.304101,-71.114452,Italian Pizza & Sub ExpressVillanuevaAndres169797
3001276,J & J IRISH PUB & GRILLE,,COLEMAN MANNION,COLEMAN MANNION,"",1130   Dorchester AVE,Dorchester,MA,02122,156549,+16172825919,42.312214,-71.057191,J & J IRISH PUB & GRILLECOLEMAN MANNION156549
3001277,J M Curley,,THE TEXTILE BLDG TRUST 2005,D A Crossing L L C,Babak Bina,21  Temple PL,Boston,MA,02111,134061,+10000000000,42.3552,-71.06239,J M CurleyD A Crossing L L CBabak Bina134061
3001278,J P House of Pizza,,KAHN LEO TRSTS,Katsinis,George,775   Centre ST,Jamaica Plain,MA,02130,28202,+16175224154,42.31006,-71.11548,J P House of PizzaKatsinisGeorge28202
3001279,J P Licks @ Charles Street,,CIRCLE COMPANY INC MASS CORP,J P Licks at Charles Street Inc.,"",144   Charles ST,Boston,MA,02114,29126,+16175242020,42.35998,-71.071,J P Licks @ Charles StreetJ P Licks at Charles Street Inc.29126
3001280,J P Licks@Boylston St.,,WK MILLENNIUM BOYLSTON LLC,J P Licks@Boylston St. Inc.,"",1106   Boylston ST,Boston,MA,02215,17997,+16175242020,42.346828,-71.08857,J P Licks@Boylston St.J P Licks@Boylston St. Inc.17997
3001281,"J'S CAFE @BOS. W & S",,JIHAD HAJJ,HAJJ,JIHAD,980  Harrison AVE,Roxbury,MA,02119,156921,+17816031643,42.330692,-71.079283,"J'S CAFE @BOS. W & SHAJJJIHAD156921"
3001282,J-Pizzle Kitchen,,STAMATOS JAMES,J Pizzle Boston LLC,Cindy Villada,536   Centre ST,Jamaica Plain,MA,02130,28098,+16175247575,42.31686,-71.11327,J-Pizzle KitchenJ Pizzle Boston LLCCindy Villada28098
3001283,J. P. Roti Shop,,,Deo,Panka,482  Washington ST,Dorchester,MA,02124,355096,+16178254860,0,0,J. P. Roti ShopDeoPanka355096
3001284,J. P. SEAFOOD CAFE INC.,,PAIK PHIL,PAIK,PHIL,730   Centre ST,Jamaica Plain,MA,02130,155925,+16175226092,42.310802,-71.114458,J. P. SEAFOOD CAFE INC.PAIKPHIL155925
3001285,J. Pace & Son Uptown,,,J. Pace & Son Uptown Inc.,"",225  Northern AVE,Boston,MA,02210,103889,+17812319599,42.348075,-71.039263,J. Pace & Son UptownJ. Pace & Son Uptown Inc.103889
3001286,J.P. LICKS INC.,,,VINCENT PETRYK,"",659  Centre ST,Jamaica Plain,MA,02130,156020,+16175242020,42.312887,-71.114449,J.P. LICKS INC.VINCENT PETRYK156020
3001287,J.P. Licks @ Southbay,,,J P  Licks @ Southbay Inc.,Vincent Petryk,20  District Av,Dorchester,MA,02125,420662,+16175240699,0,0,J.P. Licks @ SouthbayJ P  Licks @ Southbay Inc.Vincent Petryk420662
3001288,JAK Pizzeria,JAK Pizzeria,,Gil-Marin,Albeiro D.,50   Maverick SQ,East Boston,MA,02128,92897,+16175671227,42.37017,-71.03868,JAK PizzeriaGil-MarinAlbeiro D.92897
3001289,JC Smoothies,,,Aguilar Owner,Juan Carlos,2  Copley PL,Boston,MA,02116,421250,+18572370072,0,0,JC SmoothiesAguilar OwnerJuan Carlos421250
3001290,JEANIE JOHNSTON PUB,,,HENRY KIRCHNER PRES.,"",144   South ST,Jamaica Plain,MA,02130,156266,+16179839432,42.305066,-71.114449,JEANIE JOHNSTON PUBHENRY KIRCHNER PRES.156266
3001291,"JENNY'S PIZZA",,DEFIORE FRANCES E,LACEY,JOEY,320   Medford ST,Charlestown,MA,02129,93732,+16175920785,42.38126,-71.06301,"JENNY'S PIZZALACEYJOEY93732"
3001292,"JIMMY JOHN'S",,,Northshore District I LLC,Att: Accounts Payable,8  Park Pz,Boston,MA,02116,155883,+18572653289,0,0,"JIMMY JOHN'SNorthshore District I LLCAtt: Accounts Payable155883"
3001293,"JIMMY JOHN'S",,,Northshore District I LLC,Att: Accounts Payable,411  D ST,Boston,MA,02210,345085,+18572653289,0,0,"JIMMY JOHN'SNorthshore District I LLCAtt: Accounts Payable345085"
3001294,"JIMMY JOHN'S",,,Northshore District I LLC,Att: Accounts Payable,96  Beverly ST,Boston,MA,02114,348029,+18572653289,0,0,"JIMMY JOHN'SNorthshore District I LLCAtt: Accounts Payable348029"
3001295,"JIMMY JOHN'S",,BRAHIM BENDOK CRISPY CREPES CAFE,STP JJ Team! LLC,Dan Vansteenburg,512   Park DR,Boston,MA,02215,156154,+18572653289,0,0,"JIMMY JOHN'SSTP JJ Team! LLCDan Vansteenburg156154"
3001296,"JIMMY JOHN'S",,"",STP JJ Team! LLC,Dan Vansteenburg,380  Western AVE,Brighton,MA,02135,171740,+18572653289,0,0,"JIMMY JOHN'SSTP JJ Team! LLCDan Vansteenburg171740"
3001297,"JIMMY JOHN'S",,,STP JJ Team! LLC,Dan Vansteenburg,96  Beverly ST,Boston,MA,02114,348029,+18572653289,0,0,"JIMMY JOHN'SSTP JJ Team! LLCDan Vansteenburg348029"
3001298,"JIMMY JOHN'S",,,STPJJ Team 1 LLC,Dan Vansteenburg,8  Park Pz,Boston,MA,02116,155883,+18572653289,0,0,"JIMMY JOHN'SSTPJJ Team 1 LLCDan Vansteenburg155883"
3001299,"JIMMY JOHN'S",,BOWNE OF BOSTON INC,Spin The Planet Enterprises,"",409   D ST,Boston,MA,02210,45501,+18572653289,0,0,"JIMMY JOHN'SSpin The Planet Enterprises45501"
3001300,"JOE'S AMERICAN BAR & GRILL",,EXETER THEATRE CORPORATION,BBRG NEWBURY TR LLC,c/o licensing Solutions,26   Exeter ST,Boston,MA,02116,55335,+16175364200,42.361967,-71.050671,"JOE'S AMERICAN BAR & GRILLBBRG NEWBURY TR LLCc/o licensing Solutions55335"
3001301,"JOE'S AMERICAN BAR & GRILL",,,BBRG WATERFRONT TR L L C,C/O LICENSING SOLUTIONS,100   Atlantic AVE,Boston,MA,02111,155959,+16175364200,42.361967,-71.050671,"JOE'S AMERICAN BAR & GRILLBBRG WATERFRONT TR L L CC/O LICENSING SOLUTIONS155959"
3001302,JOHN B. HYNES VET. MEM. CTR.,,MASSACHUSETTS CONVENTION,Levy Premium Foodservice Ltd.,Mitch Phelps,880  Boylston ST,Boston,MA,02199,18415,+16179542100,42.34753,-71.08411,JOHN B. HYNES VET. MEM. CTR.Levy Premium Foodservice Ltd.Mitch Phelps18415
3001303,"JOHNNY'S PIZZA & SUBS",,HARALABOS KARASVAS,HARALABOS KARASVAS,"",1917   Dorchester AVE,Dorchester,MA,02124,156515,+16172656660,42.285213,-71.064638,"JOHNNY'S PIZZA & SUBSHARALABOS KARASVAS156515"
3001304,"JOHNNY'S PIZZA & SUBS",,HARALABOS KARASVAS,INSAN,MOHAMMED,1917   Dorchester AVE,Dorchester,MA,02124,156515,+16172656660,42.285213,-71.064638,"JOHNNY'S PIZZA & SUBSINSANMOHAMMED156515"
3001305,JP Kitchen,,CHENG SIU MING,Pan,Hong,3510   Washington ST,Jamaica Plain,MA,02130,144943,+16175246888,42.30583,-71.10785,JP KitchenPanHong144943
3001306,JP LICKS,,K&G PROPERTIES INC,Petreyk,Vincent,173   Newbury ST,Boston,MA,02116,101379,+16175242020,42.35072,-71.07921,JP LICKSPetreykVincent101379
3001307,JP LICKS @ BRIGHAM CIRCLE,,VINCENT PETRYK  PRESIDENT JP LICKS,VINCENT PETRYK PRESIDENT,JP LICKS,1618   Tremont ST,Mission Hill,MA,02120,157254,+16175242020,42.333351,-71.10442,JP LICKS @ BRIGHAM CIRCLEVINCENT PETRYK PRESIDENTJP LICKS157254
3001308,JP Licks @ West Broadway,,,JP Licks @ West Broadway,VINCENT PETRYK  PRES.,397 W Broadway,South Boston,MA,02127,21479,+16175242020,42.337087,-71.048579,JP Licks @ West BroadwayJP Licks @ West BroadwayVINCENT PETRYK  PRES.21479
3001309,Jacques,,,ESTATE OF ANGELINA,VERA,77   Broadway,Boston,MA,02215,157703,+10005364053,42.349957,-71.06744,JacquesESTATE OF ANGELINAVERA157703
3001310,Jade Garden Restaurant,LCY  Inc.,YEE KENNETH M TRST,LCY Inc.,Cao Yu   Pres.,20   Tyler ST,Boston,MA,02111,138814,+16174233288,42.35069,-71.06057,Jade Garden RestaurantLCY Inc.Cao Yu   Pres.138814
3001311,Jaho Coffee & Tea,,LIMA WILLIAM JR,Jaho Inc.,"",1651   Washington ST,Roxbury,MA,02118,144306,+16172361680,42.3379,-71.07541,Jaho Coffee & TeaJaho Inc.144306
3001312,Jaho Coffee Roaster & Wine Bar,,SIX65 WASHINGTON ST LP,Weiss,Michael,659  Washington ST,Boston,MA,02116,155660,+16172852312,42.34651,-71.07976,Jaho Coffee Roaster & Wine BarWeissMichael155660
3001313,Jaho Coffee Roaster & Wine Bar,,HUNTINGTON AVENUE LPS,Weiss,Michael,116   Huntington AVE,Boston,MA,02116,76240,+16172852312,42.34651,-71.07976,Jaho Coffee Roaster & Wine BarWeissMichael76240
3001314,Jamaica Mi Hungry,,,Campbell,Ernie,1   Citywide ST,Boston,MA,02128,0,+16172598017,42.362961,-71.129376,Jamaica Mi HungryCampbellErnie0
3001315,Jamaica Mi Hungry,,GARABEDIAN LINDA R ETAL,Campbell,Ernie,182   Western AVE,Allston,MA,02134,148164,+16172598017,42.362961,-71.129376,Jamaica Mi HungryCampbellErnie148164
3001316,Jamaica Mi Hungry,,,Campbell Owner,Ernie,223  Centre ST,Jamaica Plain,MA,02119,351924,+16172598017,42.362961,-71.129376,Jamaica Mi HungryCampbell OwnerErnie351924
3001317,Jersey Mikes Subs,,PARK CENTER 2 LLC,Nolan,Ryan,462   Washington ST,Brighton,MA,02135,143580,+19086423594,42.348735,-71.158992,Jersey Mikes SubsNolanRyan143580
3001318,"Jillian's Billiard Club",,TROY KEVIN,TROY,KEVIN,145   Ipswich ST,Boston,MA,02215,157262,+10004370300,42.347411,-71.094422,"Jillian's Billiard ClubTROYKEVIN157262"
3001319,Jim Roche Ice Arena,,,Silverberg,Stuart,1275   VFW PKWY,Boston,MA,02132,402434,+16173239512,0,0,Jim Roche Ice ArenaSilverbergStuart402434
3001320,"Jim's Restaurant and Deli",,,TZIAVAS,MICHAEL,371   Washington ST,Brighton,MA,02135,155792,+16177872626,42.349317,-71.154051,"Jim's Restaurant and DeliTZIAVASMICHAEL155792"
3001321,"Jimmie's Cafe",,,Ortiz,Stephanie,48   Corinth ST,Boston,MA,02131,400069,+18573346955,0,0,"Jimmie's CafeOrtizStephanie400069"
3001322,"Joe's Famous Subs & Pizza",,DARTMOUTH HOTEL LP,FLORA,INC.,140   Dudley ST,Roxbury,MA,02119,49635,+19057720000,42.329035,-71.08372,"Joe's Famous Subs & PizzaFLORAINC.49635"
3001323,"Johnny's Takeaway",,,Burke,Johnny,168  Spring ST,West Roxbury,MA,02132,352347,+17742700448,0,0,"Johnny's TakeawayBurkeJohnny352347"
3001324,Jones Day 21st Floor,,,FLIK International Corporation,"",100  High ST,Boston,MA,02110,342934,+16179603939,42.354448,-71.05536,Jones Day 21st FloorFLIK International Corporation342934
3001325,Jonquils Cafe,,NINE COMMONWEALTH CORP,Alshihabi,Ehab,125   Newbury ST,Boston,MA,02116,101336,+12027130194,42.35141,-71.07664,Jonquils CafeAlshihabiEhab101336
3001326,Jook Sing Cafe,,HING SOO HOO,HING SOO HOO,"",177   Harrison AVE,Boston,MA,02111,156715,+10004262828,42.349154,-71.062307,Jook Sing CafeHING SOO HOO156715
