DimB_SK,DimL_SK,DimV_SK,ViolationLevel
3000487,2001267,100260,1
3000487,2001267,100335,1
3000487,2001267,100358,1
3000487,2001267,100383,2
3000487,2001267,100393,3
3000487,2001267,100408,1
3000487,2001267,100416,3
3000487,2001267,100420,3
3000488,2002474,100000,0
3000489,2001621,100000,0
3000489,2001621,100102,2
3000489,2001621,100168,2
3000489,2001621,100239,3
3000489,2001621,100256,2
3000489,2001621,100413,0
3000490,2002521,100227,2
3000490,2002521,100302,2
3000490,2002521,100304,2
3000490,2002521,100358,1
3000490,2002521,100378,1
3000491,2000062,100000,0
3000491,2000062,100007,3
3000491,2000062,100014,3
3000491,2000062,100017,1
3000491,2000062,100019,1
3000491,2000062,100021,3
3000491,2000062,100023,1
3000491,2000062,100025,1
3000491,2000062,100028,3
3000491,2000062,100033,1
3000491,2000062,100036,1
3000491,2000062,100037,1
3000491,2000062,100040,1
3000491,2000062,100041,3
3000491,2000062,100042,1
3000491,2000062,100054,3
3000491,2000062,100071,3
3000491,2000062,100084,2
3000491,2000062,100094,3
3000491,2000062,100135,1
3000491,2000062,100139,1
3000491,2000062,100162,1
3000491,2000062,100168,2
3000491,2000062,100176,2
3000491,2000062,100185,1
3000491,2000062,100231,1
3000491,2000062,100234,1
3000491,2000062,100255,1
3000491,2000062,100256,2
3000491,2000062,100260,1
3000491,2000062,100268,3
3000491,2000062,100304,2
3000491,2000062,100306,1
3000491,2000062,100366,1
3000491,2000062,100390,3
3000491,2000062,100413,0
3000491,2000062,100415,3
3000491,2000062,100417,3
3000492,2001247,100000,0
3000492,2001247,100001,3
3000492,2001247,100018,1
3000492,2001247,100019,1
3000492,2001247,100031,1
3000492,2001247,100032,1
3000492,2001247,100037,1
3000492,2001247,100038,1
3000492,2001247,100041,3
3000492,2001247,100044,1
3000492,2001247,100060,2
3000492,2001247,100416,3
3000493,2002652,100000,0
3000493,2002652,100007,3
3000493,2002652,100014,3
3000493,2002652,100018,1
3000493,2002652,100023,1
3000493,2002652,100028,3
3000493,2002652,100031,1
3000493,2002652,100032,1
3000493,2002652,100033,1
3000493,2002652,100036,1
3000493,2002652,100037,1
3000493,2002652,100038,1
3000493,2002652,100041,3
3000493,2002652,100042,1
3000493,2002652,100043,2
3000493,2002652,100044,1
3000493,2002652,100051,1
3000493,2002652,100054,3
3000493,2002652,100055,1
3000493,2002652,100062,1
3000493,2002652,100063,1
3000493,2002652,100064,1
3000493,2002652,100072,3
3000493,2002652,100075,1
3000493,2002652,100102,2
3000493,2002652,100226,2
3000493,2002652,100239,3
3000493,2002652,100415,3
3000493,2002652,100416,3
3000493,2002652,100420,3
3000494,2001430,100000,0
3000494,2001430,100023,1
3000494,2001430,100031,1
3000494,2001430,100033,1
3000494,2001430,100043,2
3000494,2001430,100044,1
3000494,2001430,100051,1
3000494,2001430,100055,1
3000494,2001430,100062,1
3000494,2001430,100064,1
3000494,2001430,100075,1
3000494,2001430,100139,1
3000494,2001430,100166,3
3000494,2001430,100234,1
3000494,2001430,100260,1
3000494,2001430,100302,2
3000494,2001430,100335,1
3000494,2001430,100355,2
3000494,2001430,100366,1
3000494,2001430,100372,1
3000494,2001430,100413,0
3000494,2001430,100417,3
3000495,2001664,100000,0
3000495,2001664,100007,3
3000495,2001664,100014,3
3000495,2001664,100023,1
3000495,2001664,100036,1
3000495,2001664,100060,2
3000495,2001664,100083,1
3000495,2001664,100084,2
3000495,2001664,100100,1
3000495,2001664,100135,1
3000495,2001664,100139,1
3000495,2001664,100166,3
3000495,2001664,100168,2
3000495,2001664,100176,2
3000495,2001664,100220,2
3000495,2001664,100227,2
3000495,2001664,100234,1
3000495,2001664,100243,1
3000495,2001664,100254,1
3000495,2001664,100255,1
3000495,2001664,100260,1
3000495,2001664,100306,1
3000495,2001664,100333,1
3000495,2001664,100335,1
3000495,2001664,100356,2
3000495,2001664,100369,2
3000495,2001664,100374,1
3000495,2001664,100375,1
3000495,2001664,100413,0
3000496,2001446,100007,3
3000496,2001446,100009,1
3000496,2001446,100014,3
3000496,2001446,100044,1
3000496,2001446,100047,1
3000496,2001446,100054,3
3000496,2001446,100060,2
3000496,2001446,100062,1
3000496,2001446,100075,1
3000496,2001446,100082,2
3000496,2001446,100162,1
3000496,2001446,100176,2
3000496,2001446,100188,1
3000496,2001446,100198,1
3000496,2001446,100224,1
3000496,2001446,100260,1
3000496,2001446,100358,1
3000496,2001446,100361,1
3000496,2001446,100370,1
3000496,2001446,100380,1
3000496,2001446,100408,1
3000497,2000268,100000,0
3000497,2000268,100014,3
3000497,2000268,100037,1
3000497,2000268,100038,1
3000497,2000268,100056,1
3000497,2000268,100166,3
3000497,2000268,100176,2
3000497,2000268,100181,1
3000497,2000268,100198,1
3000497,2000268,100208,2
3000497,2000268,100228,2
3000497,2000268,100239,3
3000497,2000268,100256,2
3000497,2000268,100258,3
3000497,2000268,100260,1
3000497,2000268,100306,1
3000497,2000268,100328,1
3000497,2000268,100336,1
3000497,2000268,100343,1
3000497,2000268,100356,2
3000497,2000268,100366,1
3000497,2000268,100369,2
3000497,2000268,100413,0
3000498,2001672,100000,0
3000498,2001672,100007,3
3000498,2001672,100032,1
3000498,2001672,100055,1
3000498,2001672,100166,3
3000498,2001672,100168,2
3000498,2001672,100234,1
3000498,2001672,100304,2
3000498,2001672,100375,1
3000499,2000166,100000,0
3000499,2000166,100007,3
3000499,2000166,100009,1
3000499,2000166,100023,1
3000499,2000166,100032,1
3000499,2000166,100033,1
3000499,2000166,100037,1
3000499,2000166,100038,1
3000499,2000166,100040,1
3000499,2000166,100042,1
3000499,2000166,100044,1
3000499,2000166,100051,1
3000499,2000166,100055,1
3000499,2000166,100062,1
3000499,2000166,100063,1
3000499,2000166,100064,1
3000499,2000166,100066,1
3000499,2000166,100075,1
3000499,2000166,100139,1
3000499,2000166,100215,1
3000499,2000166,100227,2
3000499,2000166,100228,2
3000499,2000166,100256,2
3000499,2000166,100306,1
3000499,2000166,100333,1
3000499,2000166,100343,1
3000499,2000166,100358,1
3000499,2000166,100366,1
3000499,2000166,100372,1
3000499,2000166,100413,0
3000499,2000166,100417,3
3000500,2001506,100000,0
3000500,2001506,100064,1
3000500,2001506,100075,1
3000500,2001506,100143,1
3000500,2001506,100147,3
3000500,2001506,100177,1
3000500,2001506,100198,1
3000500,2001506,100227,2
3000500,2001506,100243,1
3000500,2001506,100260,1
3000500,2001506,100347,1
3000500,2001506,100358,1
3000500,2001506,100369,2
3000501,2000632,100000,0
3000501,2000632,100007,3
3000501,2000632,100014,3
3000501,2000632,100023,1
3000501,2000632,100031,1
3000501,2000632,100032,1
3000501,2000632,100033,1
3000501,2000632,100041,3
3000501,2000632,100042,1
3000501,2000632,100043,2
3000501,2000632,100044,1
3000501,2000632,100055,1
3000501,2000632,100060,2
3000501,2000632,100061,1
3000501,2000632,100062,1
3000501,2000632,100063,1
3000501,2000632,100064,1
3000501,2000632,100075,1
3000501,2000632,100139,1
3000501,2000632,100260,1
3000501,2000632,100356,2
3000501,2000632,100366,1
3000501,2000632,100382,2
3000501,2000632,100413,0
3000502,2001994,100000,0
3000502,2001994,100083,1
3000502,2001994,100139,1
3000502,2001994,100143,1
3000502,2001994,100205,1
3000502,2001994,100243,1
3000502,2001994,100255,1
3000502,2001994,100260,1
3000502,2001994,100277,1
3000502,2001994,100306,1
3000502,2001994,100322,1
3000502,2001994,100333,1
3000502,2001994,100355,2
3000502,2001994,100356,2
3000502,2001994,100366,1
3000502,2001994,100374,1
3000502,2001994,100375,1
3000502,2001994,100382,2
3000502,2001994,100413,0
3000503,2000053,100000,0
3000503,2000053,100014,3
3000503,2000053,100023,1
3000503,2000053,100031,1
3000503,2000053,100032,1
3000503,2000053,100033,1
3000503,2000053,100037,1
3000503,2000053,100038,1
3000503,2000053,100043,2
3000503,2000053,100044,1
3000503,2000053,100051,1
3000503,2000053,100054,3
3000503,2000053,100056,1
3000503,2000053,100060,2
3000503,2000053,100062,1
3000503,2000053,100064,1
3000503,2000053,100084,2
3000503,2000053,100139,1
3000503,2000053,100166,3
3000503,2000053,100167,3
3000503,2000053,100198,1
3000503,2000053,100205,1
3000503,2000053,100220,2
3000503,2000053,100226,2
3000503,2000053,100227,2
3000503,2000053,100228,2
3000503,2000053,100260,1
3000503,2000053,100306,1
3000503,2000053,100335,1
3000503,2000053,100356,2
3000503,2000053,100368,1
3000503,2000053,100383,2
3000503,2000053,100417,3
3000504,2001755,100000,0
3000504,2001755,100001,3
3000504,2001755,100023,1
3000504,2001755,100033,1
3000504,2001755,100037,1
3000504,2001755,100042,1
3000504,2001755,100044,1
3000504,2001755,100054,3
3000504,2001755,100055,1
3000504,2001755,100058,1
3000504,2001755,100062,1
3000504,2001755,100064,1
3000504,2001755,100075,1
3000504,2001755,100139,1
3000504,2001755,100166,3
3000504,2001755,100228,2
3000504,2001755,100304,2
3000504,2001755,100317,1
3000504,2001755,100323,1
3000504,2001755,100350,1
3000504,2001755,100417,3
3000505,2000216,100007,3
3000505,2000216,100028,3
3000505,2000216,100033,1
3000505,2000216,100036,1
3000505,2000216,100037,1
3000505,2000216,100040,1
3000505,2000216,100044,1
3000505,2000216,100051,1
3000505,2000216,100054,3
3000505,2000216,100055,1
3000505,2000216,100062,1
3000505,2000216,100064,1
3000505,2000216,100071,3
3000505,2000216,100083,1
3000505,2000216,100100,1
3000505,2000216,100137,1
3000505,2000216,100139,1
3000505,2000216,100166,3
3000505,2000216,100176,2
3000505,2000216,100205,1
3000505,2000216,100226,2
3000505,2000216,100227,2
3000505,2000216,100234,1
3000505,2000216,100255,1
3000505,2000216,100256,2
3000505,2000216,100260,1
3000505,2000216,100304,2
3000505,2000216,100333,1
3000505,2000216,100341,1
3000505,2000216,100366,1
3000505,2000216,100369,2
3000505,2000216,100383,2
3000506,2001638,100000,0
3000506,2001638,100018,1
3000506,2001638,100033,1
3000506,2001638,100036,1
3000506,2001638,100042,1
3000506,2001638,100260,1
3000506,2001638,100322,1
3000506,2001638,100340,1
3000506,2001638,100350,1
3000506,2001638,100356,2
3000506,2001638,100366,1
3000506,2001638,100369,2
3000506,2001638,100376,1
3000506,2001638,100413,0
3000506,2001638,100416,3
3000506,2001638,100417,3
3000507,2001597,100000,0
3000507,2001597,100023,1
3000507,2001597,100033,1
3000507,2001597,100038,1
3000507,2001597,100040,1
3000507,2001597,100043,2
3000507,2001597,100044,1
3000507,2001597,100054,3
3000507,2001597,100060,2
3000507,2001597,100062,1
3000507,2001597,100139,1
3000507,2001597,100143,1
3000507,2001597,100335,1
3000507,2001597,100343,1
3000507,2001597,100366,1
3000507,2001597,100372,1
3000507,2001597,100413,0
3000508,2002046,100000,0
3000508,2002046,100083,1
3000508,2002046,100100,1
3000508,2002046,100139,1
3000508,2002046,100255,1
3000508,2002046,100260,1
3000508,2002046,100413,0
3000509,2002211,100000,0
3000509,2002211,100304,2
3000510,2000523,100000,0
3000510,2000523,100002,3
3000510,2000523,100007,3
3000510,2000523,100014,3
3000510,2000523,100018,1
3000510,2000523,100023,1
3000510,2000523,100025,1
3000510,2000523,100032,1
3000510,2000523,100033,1
3000510,2000523,100036,1
3000510,2000523,100037,1
3000510,2000523,100038,1
3000510,2000523,100041,3
3000510,2000523,100042,1
3000510,2000523,100044,1
3000510,2000523,100045,1
3000510,2000523,100051,1
3000510,2000523,100053,3
3000510,2000523,100055,1
3000510,2000523,100056,1
3000510,2000523,100059,1
3000510,2000523,100060,2
3000510,2000523,100061,1
3000510,2000523,100062,1
3000510,2000523,100063,1
3000510,2000523,100064,1
3000510,2000523,100066,1
3000510,2000523,100070,3
3000510,2000523,100075,1
3000510,2000523,100104,3
3000510,2000523,100137,1
3000510,2000523,100166,3
3000510,2000523,100205,1
3000510,2000523,100256,2
3000510,2000523,100304,2
3000510,2000523,100355,2
3000510,2000523,100358,1
3000510,2000523,100369,2
3000510,2000523,100383,2
3000510,2000523,100415,3
3000510,2000523,100416,3
3000510,2000523,100417,3
3000511,2000717,100000,0
3000511,2000717,100014,3
3000511,2000717,100023,1
3000511,2000717,100032,1
3000511,2000717,100033,1
3000511,2000717,100036,1
3000511,2000717,100037,1
3000511,2000717,100042,1
3000511,2000717,100043,2
3000511,2000717,100044,1
3000511,2000717,100051,1
3000511,2000717,100055,1
3000511,2000717,100062,1
3000511,2000717,100064,1
3000511,2000717,100066,1
3000511,2000717,100070,3
3000512,2002613,100000,0
3000512,2002613,100005,2
3000512,2002613,100009,1
3000512,2002613,100021,3
3000512,2002613,100023,1
3000512,2002613,100025,1
3000512,2002613,100029,3
3000512,2002613,100031,1
3000512,2002613,100032,1
3000512,2002613,100033,1
3000512,2002613,100036,1
3000512,2002613,100037,1
3000512,2002613,100038,1
3000512,2002613,100042,1
3000512,2002613,100043,2
3000512,2002613,100044,1
3000512,2002613,100047,1
3000512,2002613,100051,1
3000512,2002613,100052,2
3000512,2002613,100054,3
3000512,2002613,100055,1
3000512,2002613,100058,1
3000512,2002613,100060,2
3000512,2002613,100062,1
3000512,2002613,100064,1
3000512,2002613,100065,1
3000512,2002613,100066,1
3000512,2002613,100072,3
3000512,2002613,100075,1
3000512,2002613,100080,1
3000512,2002613,100137,1
3000512,2002613,100139,1
3000512,2002613,100166,3
3000512,2002613,100205,1
3000512,2002613,100234,1
3000512,2002613,100256,2
3000512,2002613,100316,1
3000512,2002613,100333,1
3000512,2002613,100335,1
3000512,2002613,100340,1
3000512,2002613,100343,1
3000512,2002613,100370,1
3000512,2002613,100372,1
3000512,2002613,100376,1
3000512,2002613,100408,1
3000512,2002613,100416,3
3000512,2002613,100417,3
3000512,2002613,100418,3
3000512,2002613,100419,2
3000513,2002416,100000,0
3000513,2002416,100102,2
3000514,2002361,100130,1
3000514,2002361,100166,3
3000514,2002361,100199,1
3000514,2002361,100276,1
3000514,2002361,100341,1
3000514,2002361,100366,1
3000515,2000684,100000,0
3000515,2000684,100063,1
3000515,2000684,100082,2
3000515,2000684,100098,1
3000515,2000684,100227,2
3000515,2000684,100411,3
3000515,2000684,100413,0
3000515,2000684,100416,3
3000516,2001731,100137,1
3000516,2001731,100343,1
3000516,2001731,100413,0
3000517,2002131,100000,0
3000517,2002131,100137,1
3000517,2002131,100166,3
3000517,2002131,100181,1
3000517,2002131,100242,2
3000517,2002131,100243,1
3000517,2002131,100413,0
3000518,2001064,100000,0
3000518,2001064,100007,3
3000518,2001064,100013,3
3000518,2001064,100014,3
3000518,2001064,100017,1
3000518,2001064,100019,1
3000518,2001064,100021,3
3000518,2001064,100023,1
3000518,2001064,100028,3
3000518,2001064,100032,1
3000518,2001064,100033,1
3000518,2001064,100035,1
3000518,2001064,100037,1
3000518,2001064,100038,1
3000518,2001064,100041,3
3000518,2001064,100042,1
3000518,2001064,100043,2
3000518,2001064,100044,1
3000518,2001064,100045,1
3000518,2001064,100051,1
3000518,2001064,100054,3
3000518,2001064,100055,1
3000518,2001064,100058,1
3000518,2001064,100059,1
3000518,2001064,100060,2
3000518,2001064,100061,1
3000518,2001064,100062,1
3000518,2001064,100063,1
3000518,2001064,100064,1
3000518,2001064,100065,1
3000518,2001064,100066,1
3000518,2001064,100071,3
3000518,2001064,100075,1
3000518,2001064,100083,1
3000518,2001064,100084,2
3000518,2001064,100095,2
3000518,2001064,100130,1
3000518,2001064,100139,1
3000518,2001064,100167,3
3000518,2001064,100176,2
3000518,2001064,100198,1
3000518,2001064,100199,1
3000518,2001064,100223,1
3000518,2001064,100300,1
3000518,2001064,100304,2
3000518,2001064,100306,1
3000518,2001064,100325,1
3000518,2001064,100333,1
3000518,2001064,100335,1
3000518,2001064,100356,2
3000518,2001064,100366,1
3000518,2001064,100368,1
3000518,2001064,100413,0
3000518,2001064,100415,3
3000518,2001064,100416,3
3000518,2001064,100417,3
3000518,2001064,100420,3
3000519,2000933,100000,0
3000519,2000933,100007,3
3000519,2000933,100009,1
3000519,2000933,100012,3
3000519,2000933,100013,3
3000519,2000933,100014,3
3000519,2000933,100018,1
3000519,2000933,100021,3
3000519,2000933,100023,1
3000519,2000933,100025,1
3000519,2000933,100032,1
3000519,2000933,100033,1
3000519,2000933,100038,1
3000519,2000933,100042,1
3000519,2000933,100043,2
3000519,2000933,100044,1
3000519,2000933,100045,1
3000519,2000933,100047,1
3000519,2000933,100048,1
3000519,2000933,100051,1
3000519,2000933,100052,2
3000519,2000933,100054,3
3000519,2000933,100055,1
3000519,2000933,100060,2
3000519,2000933,100062,1
3000519,2000933,100064,1
3000519,2000933,100065,1
3000519,2000933,100066,1
3000519,2000933,100069,3
3000519,2000933,100074,1
3000519,2000933,100075,1
3000519,2000933,100416,3
3000519,2000933,100417,3
3000520,2001272,100000,0
3000520,2001272,100006,2
3000520,2001272,100012,3
3000520,2001272,100014,3
3000520,2001272,100018,1
3000520,2001272,100019,1
3000520,2001272,100021,3
3000520,2001272,100023,1
3000520,2001272,100025,1
3000520,2001272,100028,3
3000520,2001272,100031,1
3000520,2001272,100032,1
3000520,2001272,100033,1
3000520,2001272,100036,1
3000520,2001272,100037,1
3000520,2001272,100038,1
3000520,2001272,100041,3
3000520,2001272,100042,1
3000520,2001272,100043,2
3000520,2001272,100045,1
3000520,2001272,100049,3
3000520,2001272,100051,1
3000520,2001272,100053,3
3000520,2001272,100054,3
3000520,2001272,100055,1
3000520,2001272,100060,2
3000520,2001272,100062,1
3000520,2001272,100063,1
3000520,2001272,100064,1
3000520,2001272,100065,1
3000520,2001272,100066,1
3000520,2001272,100070,3
3000520,2001272,100075,1
3000520,2001272,100077,1
3000520,2001272,100089,2
3000520,2001272,100102,2
3000520,2001272,100127,2
3000520,2001272,100162,1
3000520,2001272,100168,2
3000520,2001272,100206,2
3000520,2001272,100217,1
3000520,2001272,100228,2
3000520,2001272,100294,2
3000520,2001272,100335,1
3000520,2001272,100356,2
3000520,2001272,100366,1
3000520,2001272,100413,0
3000520,2001272,100417,3
3000521,2002864,100000,0
3000521,2002864,100005,2
3000521,2002864,100006,2
3000521,2002864,100009,1
3000521,2002864,100017,1
3000521,2002864,100021,3
3000521,2002864,100023,1
3000521,2002864,100025,1
3000521,2002864,100028,3
3000521,2002864,100030,3
3000521,2002864,100032,1
3000521,2002864,100033,1
3000521,2002864,100036,1
3000521,2002864,100037,1
3000521,2002864,100038,1
3000521,2002864,100042,1
3000521,2002864,100043,2
3000521,2002864,100044,1
3000521,2002864,100051,1
3000521,2002864,100054,3
3000521,2002864,100055,1
3000521,2002864,100059,1
3000521,2002864,100060,2
3000521,2002864,100061,1
3000521,2002864,100062,1
3000521,2002864,100063,1
3000521,2002864,100064,1
3000521,2002864,100067,1
3000521,2002864,100125,1
3000521,2002864,100127,2
3000521,2002864,100139,1
3000521,2002864,100143,1
3000521,2002864,100168,2
3000521,2002864,100175,1
3000521,2002864,100193,2
3000521,2002864,100198,1
3000521,2002864,100227,2
3000521,2002864,100228,2
3000521,2002864,100258,3
3000521,2002864,100335,1
3000521,2002864,100336,1
3000521,2002864,100369,2
3000521,2002864,100416,3
3000521,2002864,100417,3
3000522,2001667,100000,0
3000522,2001667,100113,3
3000522,2001667,100130,1
3000522,2001667,100167,3
3000522,2001667,100205,1
3000522,2001667,100333,1
3000522,2001667,100349,1
3000522,2001667,100358,1
3000522,2001667,100366,1
3000522,2001667,100368,1
3000523,2001702,100000,0
3000523,2001702,100102,2
3000523,2001702,100130,1
3000523,2001702,100137,1
3000523,2001702,100148,1
3000523,2001702,100234,1
3000523,2001702,100240,2
3000523,2001702,100260,1
3000523,2001702,100276,1
3000523,2001702,100283,1
3000523,2001702,100366,1
3000523,2001702,100369,2
3000523,2001702,100372,1
3000523,2001702,100408,1
3000523,2001702,100413,0
3000524,2001973,100000,0
3000524,2001973,100139,1
3000524,2001973,100335,1
3000524,2001973,100413,0
3000525,2002645,100000,0
3000525,2002645,100009,1
3000525,2002645,100012,3
3000525,2002645,100013,3
3000525,2002645,100014,3
3000525,2002645,100017,1
3000525,2002645,100023,1
3000525,2002645,100025,1
3000525,2002645,100032,1
3000525,2002645,100037,1
3000525,2002645,100038,1
3000525,2002645,100042,1
3000525,2002645,100043,2
3000525,2002645,100044,1
3000525,2002645,100048,1
3000525,2002645,100049,3
3000525,2002645,100052,2
3000525,2002645,100059,1
3000525,2002645,100060,2
3000525,2002645,100062,1
3000525,2002645,100063,1
3000525,2002645,100064,1
3000525,2002645,100067,1
3000525,2002645,100071,3
3000525,2002645,100073,3
3000525,2002645,100075,1
3000525,2002645,100137,1
3000525,2002645,100139,1
3000525,2002645,100260,1
3000525,2002645,100271,1
3000525,2002645,100326,1
3000525,2002645,100335,1
3000525,2002645,100372,1
3000525,2002645,100413,0
3000526,2000316,100000,0
3000526,2000316,100009,1
3000526,2000316,100023,1
3000526,2000316,100024,1
3000526,2000316,100025,1
3000526,2000316,100033,1
3000526,2000316,100037,1
3000526,2000316,100038,1
3000526,2000316,100042,1
3000526,2000316,100044,1
3000526,2000316,100051,1
3000526,2000316,100052,2
3000526,2000316,100055,1
3000526,2000316,100060,2
3000526,2000316,100062,1
3000526,2000316,100064,1
3000526,2000316,100066,1
3000526,2000316,100075,1
3000526,2000316,100077,1
3000526,2000316,100084,2
3000526,2000316,100095,2
3000526,2000316,100102,2
3000526,2000316,100125,1
3000526,2000316,100129,3
3000526,2000316,100137,1
3000526,2000316,100139,1
3000526,2000316,100178,2
3000526,2000316,100205,1
3000526,2000316,100227,2
3000526,2000316,100228,2
3000526,2000316,100256,2
3000526,2000316,100293,1
3000526,2000316,100300,1
3000526,2000316,100306,1
3000526,2000316,100328,1
3000526,2000316,100333,1
3000526,2000316,100349,1
3000526,2000316,100355,2
3000526,2000316,100358,1
3000526,2000316,100366,1
3000526,2000316,100376,1
3000526,2000316,100413,0
3000527,2002004,100000,0
3000528,2001627,100000,0
3000528,2001627,100102,2
3000528,2001627,100127,2
3000528,2001627,100143,1
3000528,2001627,100151,1
3000528,2001627,100162,1
3000528,2001627,100168,2
3000528,2001627,100201,2
3000528,2001627,100227,2
3000528,2001627,100256,2
3000528,2001627,100260,1
3000528,2001627,100368,1
3000528,2001627,100376,1
3000529,2002287,100000,0
3000529,2002287,100151,1
3000530,2000920,100000,0
3000530,2000920,100014,3
3000530,2000920,100017,1
3000530,2000920,100064,1
3000530,2000920,100237,2
3000531,2000174,100000,0
3000531,2000174,100014,3
3000531,2000174,100017,1
3000531,2000174,100023,1
3000531,2000174,100041,3
3000531,2000174,100043,2
3000531,2000174,100064,1
3000531,2000174,100083,1
3000531,2000174,100102,2
3000531,2000174,100168,2
3000531,2000174,100178,2
3000531,2000174,100226,2
3000531,2000174,100227,2
3000531,2000174,100260,1
3000531,2000174,100304,2
3000531,2000174,100306,1
3000532,2001657,100000,0
3000532,2001657,100009,1
3000532,2001657,100033,1
3000532,2001657,100037,1
3000532,2001657,100044,1
3000532,2001657,100055,1
3000532,2001657,100062,1
3000532,2001657,100130,1
3000532,2001657,100167,3
3000532,2001657,100234,1
3000532,2001657,100243,1
3000532,2001657,100255,1
3000532,2001657,100263,1
3000532,2001657,100279,1
3000532,2001657,100335,1
3000532,2001657,100366,1
3000532,2001657,100417,3
3000533,2001545,100000,0
3000533,2001545,100009,1
3000533,2001545,100130,1
3000533,2001545,100240,2
3000533,2001545,100251,1
3000533,2001545,100260,1
3000534,2002060,100000,0
3000534,2002060,100234,1
3000534,2002060,100237,2
3000535,2000882,100000,0
3000535,2000882,100009,1
3000535,2000882,100023,1
3000535,2000882,100033,1
3000535,2000882,100035,1
3000535,2000882,100038,1
3000535,2000882,100042,1
3000535,2000882,100044,1
3000535,2000882,100045,1
3000535,2000882,100059,1
3000535,2000882,100060,2
3000535,2000882,100061,1
3000535,2000882,100062,1
3000535,2000882,100064,1
3000535,2000882,100075,1
3000535,2000882,100255,1
3000536,2000621,100000,0
3000536,2000621,100001,3
3000536,2000621,100006,2
3000536,2000621,100013,3
3000536,2000621,100014,3
3000536,2000621,100017,1
3000536,2000621,100019,1
3000536,2000621,100021,3
3000536,2000621,100023,1
3000536,2000621,100025,1
3000536,2000621,100030,3
3000536,2000621,100032,1
3000536,2000621,100033,1
3000536,2000621,100036,1
3000536,2000621,100037,1
3000536,2000621,100038,1
3000536,2000621,100041,3
3000536,2000621,100042,1
3000536,2000621,100044,1
3000536,2000621,100045,1
3000536,2000621,100049,3
3000536,2000621,100051,1
3000536,2000621,100052,2
3000536,2000621,100054,3
3000536,2000621,100055,1
3000536,2000621,100056,1
3000536,2000621,100060,2
3000536,2000621,100061,1
3000536,2000621,100062,1
3000536,2000621,100063,1
3000536,2000621,100064,1
3000536,2000621,100065,1
3000536,2000621,100071,3
3000536,2000621,100075,1
3000536,2000621,100137,1
3000536,2000621,100139,1
3000536,2000621,100143,1
3000536,2000621,100260,1
3000536,2000621,100335,1
3000536,2000621,100340,1
3000536,2000621,100368,1
3000536,2000621,100416,3
3000536,2000621,100417,3
3000536,2000621,100420,3
3000537,2002265,100000,0
3000537,2002265,100082,2
3000537,2002265,100084,2
3000537,2002265,100094,3
3000537,2002265,100139,1
3000537,2002265,100168,2
3000537,2002265,100226,2
3000537,2002265,100248,2
3000537,2002265,100260,1
3000537,2002265,100266,1
3000537,2002265,100268,3
3000537,2002265,100304,2
3000537,2002265,100413,0
3000538,2002083,100000,0
3000538,2002083,100129,3
3000538,2002083,100130,1
3000538,2002083,100137,1
3000538,2002083,100139,1
3000538,2002083,100167,3
3000538,2002083,100188,1
3000538,2002083,100260,1
3000538,2002083,100280,1
3000538,2002083,100304,2
3000538,2002083,100376,1
3000538,2002083,100413,0
3000539,2001235,100000,0
3000539,2001235,100009,1
3000539,2001235,100013,3
3000539,2001235,100014,3
3000539,2001235,100017,1
3000539,2001235,100021,3
3000539,2001235,100022,1
3000539,2001235,100023,1
3000539,2001235,100029,3
3000539,2001235,100030,3
3000539,2001235,100033,1
3000539,2001235,100038,1
3000539,2001235,100041,3
3000539,2001235,100042,1
3000539,2001235,100044,1
3000539,2001235,100045,1
3000539,2001235,100047,1
3000539,2001235,100051,1
3000539,2001235,100052,2
3000539,2001235,100055,1
3000539,2001235,100060,2
3000539,2001235,100061,1
3000539,2001235,100062,1
3000539,2001235,100063,1
3000539,2001235,100064,1
3000539,2001235,100075,1
3000539,2001235,100084,2
3000539,2001235,100088,2
3000539,2001235,100102,2
3000539,2001235,100255,1
3000539,2001235,100335,1
3000539,2001235,100413,0
3000540,2001091,100000,0
3000540,2001091,100023,1
3000540,2001091,100033,1
3000540,2001091,100038,1
3000540,2001091,100042,1
3000540,2001091,100044,1
3000540,2001091,100061,1
3000540,2001091,100064,1
3000540,2001091,100066,1
3000540,2001091,100069,3
3000540,2001091,100075,1
3000541,2001549,100000,0
3000541,2001549,100036,1
3000541,2001549,100038,1
3000541,2001549,100041,3
3000541,2001549,100075,1
3000542,2001708,100000,0
3000542,2001708,100023,1
3000542,2001708,100228,2
3000543,2000001,100000,0
3000543,2000001,100009,1
3000543,2000001,100014,3
3000543,2000001,100017,1
3000543,2000001,100018,1
3000543,2000001,100023,1
3000543,2000001,100032,1
3000543,2000001,100033,1
3000543,2000001,100035,1
3000543,2000001,100041,3
3000543,2000001,100042,1
3000543,2000001,100044,1
3000543,2000001,100049,3
3000543,2000001,100051,1
3000543,2000001,100052,2
3000543,2000001,100054,3
3000543,2000001,100055,1
3000543,2000001,100060,2
3000543,2000001,100062,1
3000543,2000001,100064,1
3000543,2000001,100070,3
3000543,2000001,100075,1
3000543,2000001,100084,2
3000543,2000001,100139,1
3000543,2000001,100166,3
3000543,2000001,100167,3
3000543,2000001,100206,2
3000543,2000001,100243,1
3000543,2000001,100256,2
3000543,2000001,100271,1
3000543,2000001,100335,1
3000543,2000001,100372,1
3000544,2000260,100000,0
3000544,2000260,100009,1
3000544,2000260,100014,3
3000544,2000260,100017,1
